UF;Cidade;vendas;produtos;itens;venda_total;ticket_medio;mes;cancelada;periodo;per_população_rural;predominancia;cidade_red;class_venda;populacao
MG;Simonésia;307,0;7930,0;18210,0;99474,77;324,02;202203;False;2022-03-01;0,6121980544321783;Urbana;SIMONÉSIA;baixa;19834,0
MG;Manhuaçu;194,0;4630,0;10710,0;63426,23;326,94;202203;False;2022-03-01;0,1851735491492196;Rural;MANHUAÇU;muito baixa;92074,0
MG;Manhuaçu;3,0;69,0;153,0;1020,22;340,07;202203;False;2022-03-01;0,1851735491492196;Rural;MANHUAÇU;muito baixa;92074,0
MG;São José do Mantimento;81,0;2839,0;6019,0;37387,71;461,58;202203;False;2022-03-01;0,4409722222222222;Rural;MANTIMENTO;muito baixa;2821,0
MG;Reduto;9,0;190,0;866,0;2438,93;270,99;202203;False;2022-03-01;0,4446643324706957;Rural;REDUTO;muito baixa;7247,0
MG;Aimorés;161,0;4240,0;10792,0;57302,06;355,91;202203;False;2022-03-01;0,21070555711366643;Rural;AIMORÉS;muito baixa;25116,0
MG;Expedicionário Alício;67,0;1677,0;4885,0;32355,67;482,92;202203;False;2022-03-01;0,21070555711366643;Rural;ALÍCIO;muito baixa;25116,0
MG;Conceição do Capim;37,0;812,0;1830,0;13743,3;371,44;202203;False;2022-03-01;0,21070555711366643;Rural;CAPIM;muito baixa;25116,0
MG;Penha do Capim;29,0;670,0;1522,0;10459,15;360,66;202203;False;2022-03-01;0,21070555711366643;Rural;CAPIM;muito baixa;25116,0
MG;Resplendor;105,0;2544,0;6236,0;33571,69;319,73;202203;False;2022-03-01;0,2491076130844403;Rural;RESPLENDOR;muito baixa;17396,0
MG;Itueta;33,0;1039,0;2021,0;12097,81;366,6;202203;False;2022-03-01;0,4341337907375643;Rural;ITUETA;muito baixa;6074,0
MG;Quatituba;46,0;942,0;2908,0;14008,36;304,53;202203;False;2022-03-01;0,4341337907375643;Rural;QUATITUBA;muito baixa;6074,0
ES;Baixo Guandu;86,0;1511,0;4020,0;22796,78;265,08;202203;False;2022-03-01;0,2258863175269076;Rural;GUANDU;muito baixa;31263,0
MG;Caratinga;7,0;135,0;579,0;2441,33;348,76;202203;False;2022-03-01;0,1732188317554171;Rural;CARATINGA;muito baixa;93124,0
MG;SANTO ANTÔNIO DO MANHUAÇU;51,0;1049,0;3105,0;18675,64;366,19;202203;False;2022-03-01;0,1732188317554171;Rural;MANHUAÇU;muito baixa;93124,0
MG;Piedade de Caratinga;5,0;73,0;175,0;986,98;197,4;202203;False;2022-03-01;0,3527426160337553;Rural;CARATINGA;muito baixa;8832,0
MG;Santa Bárbara do Leste;7,0;22,0;301,0;722,06;103,15;202203;False;2022-03-01;0,4826868003124186;Rural;LESTE;muito baixa;8212,0
MG;Santa Rita de Minas;2,0;39,0;102,0;564,11;282,06;202203;False;2022-03-01;0,27081105850007636;Rural;MINAS;muito baixa;7322,0
MG;Martins Soares;2,0;75,0;162,0;699,72;349,86;202203;False;2022-03-01;0,5919420047399973;Urbana;SOARES;muito baixa;8640,0
MG;Manhumirim;8,0;198,0;679,0;3662,32;457,79;202203;False;2022-03-01;0,2029276961930596;Rural;MANHUMIRIM;muito baixa;22894,0
MG;Inhapim;2,0;46,0;51,0;431,46;215,73;202203;False;2022-03-01;0,42401415987486624;Rural;INHAPIM;muito baixa;24020,0
MG;Ipanema;1613,0;36111,0;72194,0;426195,96;264,23;202204;False;2022-04-01;0,21849201981287836;Rural;IPANEMA;muito alta;20133,0
MG;Pocrane;157,0;3233,0;10413,0;56194,8;357,93;202204;False;2022-04-01;0,3991764967727576;Rural;POCRANE;muito baixa;8288,0
MG;Taparuba;120,0;3536,0;6915,0;44749,57;372,91;202204;False;2022-04-01;0,5521198597386038;Urbana;TAPARUBA;muito baixa;3093,0
MG;Conceição de Ipanema;107,0;3251,0;6736,0;43754,91;408,92;202204;False;2022-04-01;0,658213644524237;Urbana;IPANEMA;muito baixa;4581,0
MG;Santana do Manhuaçu;198,0;5527,0;12263,0;71958,87;363,43;202204;False;2022-04-01;0,5173619202982987;Urbana;MANHUAÇU;muito baixa;8660,0
MG;Simonésia;279,0;7638,0;16793,0;94654,16;339,26;202204;False;2022-04-01;0,6121980544321783;Urbana;SIMONÉSIA;baixa;19834,0
MG;Manhuaçu;157,0;4330,0;8848,0;51818,02;330,05;202204;False;2022-04-01;0,1851735491492196;Rural;MANHUAÇU;muito baixa;92074,0
MG;Manhuaçu;2,0;54,0;162,0;904,17;452,09;202204;False;2022-04-01;0,1851735491492196;Rural;MANHUAÇU;muito baixa;92074,0
MG;São José do Mantimento;68,0;2458,0;5062,0;35139,15;516,75;202204;False;2022-04-01;0,4409722222222222;Rural;MANTIMENTO;muito baixa;2821,0
MG;Reduto;6,0;146,0;692,0;2119,78;353,3;202204;False;2022-04-01;0,4446643324706957;Rural;REDUTO;muito baixa;7247,0
MG;Aimorés;145,0;3817,0;9844,0;55231,33;380,91;202204;False;2022-04-01;0,21070555711366643;Rural;AIMORÉS;muito baixa;25116,0
MG;Expedicionário Alício;61,0;1501,0;4878,0;30839,41;505,56;202204;False;2022-04-01;0,21070555711366643;Rural;ALÍCIO;muito baixa;25116,0
MG;Conceição do Capim;41,0;1072,0;2118,0;15612,77;380,8;202204;False;2022-04-01;0,21070555711366643;Rural;CAPIM;muito baixa;25116,0
MG;Penha do Capim;25,0;792,0;1690,0;10524,69;420,99;202204;False;2022-04-01;0,21070555711366643;Rural;CAPIM;muito baixa;25116,0
MG;Resplendor;91,0;1969,0;4943,0;27027,71;297,01;202204;False;2022-04-01;0,2491076130844403;Rural;RESPLENDOR;muito baixa;17396,0
MG;Itueta;38,0;1122,0;2000,0;11761,3;309,51;202204;False;2022-04-01;0,4341337907375643;Rural;ITUETA;muito baixa;6074,0
MG;Quatituba;42,0;1040,0;2717,0;16155,73;384,66;202204;False;2022-04-01;0,4341337907375643;Rural;QUATITUBA;muito baixa;6074,0
ES;Baixo Guandu;69,0;1444,0;3549,0;19903,21;288,45;202204;False;2022-04-01;0,2258863175269076;Rural;GUANDU;muito baixa;31263,0
MG;Caratinga;8,0;80,0;222,0;1739,01;217,38;202204;False;2022-04-01;0,1732188317554171;Rural;CARATINGA;muito baixa;93124,0
MG;SÃO JOÃO DO JACUTINGA;1,0;50,0;167,0;881,34;881,34;202204;False;2022-04-01;0,1732188317554171;Rural;JACUTINGA;muito baixa;93124,0
MG;SANTO ANTÔNIO DO MANHUAÇU;43,0;930,0;2706,0;15535,68;361,29;202204;False;2022-04-01;0,1732188317554171;Rural;MANHUAÇU;muito baixa;93124,0
MG;Piedade de Caratinga;4,0;66,0;162,0;1277,97;319,49;202204;False;2022-04-01;0,3527426160337553;Rural;CARATINGA;muito baixa;8832,0
MG;Santa Bárbara do Leste;5,0;21,0;126,0;404,12;80,82;202204;False;2022-04-01;0,4826868003124186;Rural;LESTE;muito baixa;8212,0
MG;Santa Rita de Minas;2,0;40,0;119,0;548,1;274,05;202204;False;2022-04-01;0,27081105850007636;Rural;MINAS;muito baixa;7322,0
MG;Martins Soares;1,0;58,0;133,0;667,75;667,75;202204;False;2022-04-01;0,5919420047399973;Urbana;SOARES;muito baixa;8640,0
MG;Manhumirim;2,0;32,0;122,0;347,41;173,71;202204;False;2022-04-01;0,2029276961930596;Rural;MANHUMIRIM;muito baixa;22894,0
MG;Inhapim;1,0;5,0;12,0;158,23;158,23;202204;False;2022-04-01;0,42401415987486624;Rural;INHAPIM;muito baixa;24020,0
MG;Ipanema;1557,0;34184,0;69866,0;421077,23;270,44;202205;False;2022-05-01;0,21849201981287836;Rural;IPANEMA;muito alta;20133,0
MG;Pocrane;169,0;3635,0;10505,0;59286,81;350,81;202205;False;2022-05-01;0,3991764967727576;Rural;POCRANE;muito baixa;8288,0
MG;Taparuba;93,0;2726,0;5573,0;36513,13;392,61;202205;False;2022-05-01;0,5521198597386038;Urbana;TAPARUBA;muito baixa;3093,0
MG;Conceição de Ipanema;119,0;3779,0;7891,0;52160,23;438,32;202205;False;2022-05-01;0,658213644524237;Urbana;IPANEMA;muito baixa;4581,0
MG;Santana do Manhuaçu;185,0;5557,0;12139,0;76441,16;413,2;202205;False;2022-05-01;0,5173619202982987;Urbana;MANHUAÇU;muito baixa;8660,0
MG;Simonésia;317,0;8460,0;18064,0;103158,71;325,42;202205;False;2022-05-01;0,6121980544321783;Urbana;SIMONÉSIA;baixa;19834,0
MG;Manhuaçu;188,0;4397,0;9590,0;58716,88;312,32;202205;False;2022-05-01;0,1851735491492196;Rural;MANHUAÇU;muito baixa;92074,0
MG;Manhuaçu;1,0;31,0;70,0;469,91;469,91;202205;False;2022-05-01;0,1851735491492196;Rural;MANHUAÇU;muito baixa;92074,0
MG;São José do Mantimento;54,0;2016,0;4140,0;29453,67;545,44;202205;False;2022-05-01;0,4409722222222222;Rural;MANTIMENTO;muito baixa;2821,0
MG;Reduto;12,0;218,0;941,0;3591,68;299,31;202205;False;2022-05-01;0,4446643324706957;Rural;REDUTO;muito baixa;7247,0
MG;Aimorés;141,0;3626,0;8501,0;52409,24;371,7;202205;False;2022-05-01;0,21070555711366643;Rural;AIMORÉS;muito baixa;25116,0
MG;Expedicionário Alício;68,0;1943,0;5433,0;38553,59;566,96;202205;False;2022-05-01;0,21070555711366643;Rural;ALÍCIO;muito baixa;25116,0
MG;Conceição do Capim;42,0;1004,0;2026,0;15681,3;373,36;202205;False;2022-05-01;0,21070555711366643;Rural;CAPIM;muito baixa;25116,0
MG;Penha do Capim;28,0;815,0;1877,0;12422,28;443,65;202205;False;2022-05-01;0,21070555711366643;Rural;CAPIM;muito baixa;25116,0
MG;Resplendor;100,0;2414,0;6008,0;33685,09;336,85;202205;False;2022-05-01;0,2491076130844403;Rural;RESPLENDOR;muito baixa;17396,0
MG;Itueta;39,0;1352,0;2382,0;15392,58;394,68;202205;False;2022-05-01;0,4341337907375643;Rural;ITUETA;muito baixa;6074,0
MG;Quatituba;42,0;991,0;2941,0;16447,58;391,61;202205;False;2022-05-01;0,4341337907375643;Rural;QUATITUBA;muito baixa;6074,0
ES;Baixo Guandu;66,0;1263,0;3220,0;18703,53;283,39;202205;False;2022-05-01;0,2258863175269076;Rural;GUANDU;muito baixa;31263,0
MG;Caratinga;3,0;82,0;286,0;1599,18;533,06;202205;False;2022-05-01;0,1732188317554171;Rural;CARATINGA;muito baixa;93124,0
MG;SÃO JOÃO DO JACUTINGA;1,0;66,0;122,0;688,17;688,17;202205;False;2022-05-01;0,1732188317554171;Rural;JACUTINGA;muito baixa;93124,0
MG;SANTO ANTÔNIO DO MANHUAÇU;54,0;1108,0;2921,0;17875,84;331,03;202205;False;2022-05-01;0,1732188317554171;Rural;MANHUAÇU;muito baixa;93124,0
MG;Piedade de Caratinga;8,0;135,0;289,0;1826,54;228,32;202205;False;2022-05-01;0,3527426160337553;Rural;CARATINGA;muito baixa;8832,0
MG;Santa Bárbara do Leste;7,0;23,0;249,0;511,03;73,0;202205;False;2022-05-01;0,4826868003124186;Rural;LESTE;muito baixa;8212,0
MG;Santa Rita de Minas;4,0;76,0;228,0;1146,42;286,61;202205;False;2022-05-01;0,27081105850007636;Rural;MINAS;muito baixa;7322,0
MG;Martins Soares;1,0;36,0;75,0;223,3;223,3;202205;False;2022-05-01;0,5919420047399973;Urbana;SOARES;muito baixa;8640,0
MG;Manhumirim;1,0;75,0;188,0;1017,13;1017,13;202205;False;2022-05-01;0,2029276961930596;Rural;MANHUMIRIM;muito baixa;22894,0
MG;Ipanema;1544,0;35371,0;68117,0;440387,51;285,23;202206;False;2022-06-01;0,21849201981287836;Rural;IPANEMA;muito alta;20133,0
MG;Pocrane;159,0;3534,0;10733,0;60956,37;383,37;202206;False;2022-06-01;0,3991764967727576;Rural;POCRANE;muito baixa;8288,0
MG;Taparuba;94,0;2882,0;6278,0;40607,51;431,99;202206;False;2022-06-01;0,5521198597386038;Urbana;TAPARUBA;muito baixa;3093,0
MG;Conceição de Ipanema;114,0;3413,0;7730,0;50687,25;444,63;202206;False;2022-06-01;0,658213644524237;Urbana;IPANEMA;muito baixa;4581,0
MG;Santana do Manhuaçu;194,0;5296,0;11422,0;75672,79;390,07;202206;False;2022-06-01;0,5173619202982987;Urbana;MANHUAÇU;muito baixa;8660,0
MG;Simonésia;308,0;8448,0;17125,0;105921,19;343,9;202206;False;2022-06-01;0,6121980544321783;Urbana;SIMONÉSIA;baixa;19834,0
MG;Manhuaçu;172,0;4127,0;9219,0;58545,43;340,38;202206;False;2022-06-01;0,1851735491492196;Rural;MANHUAÇU;muito baixa;92074,0
MG;Manhuaçu;2,0;53,0;104,0;705,64;352,82;202206;False;2022-06-01;0,1851735491492196;Rural;MANHUAÇU;muito baixa;92074,0
MG;São José do Mantimento;63,0;2252,0;4657,0;34224,52;543,25;202206;False;2022-06-01;0,4409722222222222;Rural;MANTIMENTO;muito baixa;2821,0
MG;Reduto;11,0;292,0;945,0;4638,07;421,64;202206;False;2022-06-01;0,4446643324706957;Rural;REDUTO;muito baixa;7247,0
MG;Aimorés;137,0;3684,0;8720,0;52596,06;383,91;202206;False;2022-06-01;0,21070555711366643;Rural;AIMORÉS;muito baixa;25116,0
MG;Expedicionário Alício;61,0;1835,0;4959,0;33989,81;557,21;202206;False;2022-06-01;0,21070555711366643;Rural;ALÍCIO;muito baixa;25116,0
MG;Conceição do Capim;29,0;801,0;1677,0;11756,14;405,38;202206;False;2022-06-01;0,21070555711366643;Rural;CAPIM;muito baixa;25116,0
MG;Penha do Capim;25,0;668,0;1425,0;9104,24;364,17;202206;False;2022-06-01;0,21070555711366643;Rural;CAPIM;muito baixa;25116,0
MG;Resplendor;106,0;2748,0;6724,0;38729,13;365,37;202206;False;2022-06-01;0,2491076130844403;Rural;RESPLENDOR;muito baixa;17396,0
MG;Itueta;39,0;1243,0;2224,0;14722,56;377,5;202206;False;2022-06-01;0,4341337907375643;Rural;ITUETA;muito baixa;6074,0
MG;Quatituba;46,0;1165,0;3258,0;18248,94;396,72;202206;False;2022-06-01;0,4341337907375643;Rural;QUATITUBA;muito baixa;6074,0
ES;Baixo Guandu;72,0;1500,0;3443,0;20784,19;288,67;202206;False;2022-06-01;0,2258863175269076;Rural;GUANDU;muito baixa;31263,0
MG;Caratinga;22,0;228,0;727,0;4472,54;203,3;202206;False;2022-06-01;0,1732188317554171;Rural;CARATINGA;muito baixa;93124,0
MG;SÃO JOÃO DO JACUTINGA;4,0;146,0;310,0;1846,24;461,56;202206;False;2022-06-01;0,1732188317554171;Rural;JACUTINGA;muito baixa;93124,0
MG;SANTO ANTÔNIO DO MANHUAÇU;40,0;1000,0;3040,0;18684,88;467,12;202206;False;2022-06-01;0,1732188317554171;Rural;MANHUAÇU;muito baixa;93124,0
MG;Piedade de Caratinga;16,0;222,0;816,0;4153,46;259,59;202206;False;2022-06-01;0,3527426160337553;Rural;CARATINGA;muito baixa;8832,0
MG;Santa Bárbara do Leste;7,0;23,0;154,0;465,47;66,5;202206;False;2022-06-01;0,4826868003124186;Rural;LESTE;muito baixa;8212,0
MG;Santa Rita de Minas;3,0;82,0;223,0;1235,24;411,75;202206;False;2022-06-01;0,27081105850007636;Rural;MINAS;muito baixa;7322,0
MG;Martins Soares;1,0;27,0;67,0;257,97;257,97;202206;False;2022-06-01;0,5919420047399973;Urbana;SOARES;muito baixa;8640,0
MG;Manhumirim;2,0;144,0;333,0;2375,13;1187,57;202206;False;2022-06-01;0,2029276961930596;Rural;MANHUMIRIM;muito baixa;22894,0
MG;Ubaporanga;1,0;37,0;58,0;439,84;439,84;202206;False;2022-06-01;0,4656146179401993;Rural;UBAPORANGA;muito baixa;12514,0
MG;Ipanema;1567,0;35210,0;70392,0;449528,07;286,87;202207;False;2022-07-01;0,21849201981287836;Rural;IPANEMA;muito alta;20133,0
MG;Pocrane;181,0;3874,0;12329,0;73585,93;406,55;202207;False;2022-07-01;0,3991764967727576;Rural;POCRANE;muito baixa;8288,0
MG;Taparuba;97,0;2922,0;5922,0;39319,86;405,36;202207;False;2022-07-01;0,5521198597386038;Urbana;TAPARUBA;muito baixa;3093,0
MG;Conceição de Ipanema;122,0;3586,0;7447,0;52054,44;426,68;202207;False;2022-07-01;0,658213644524237;Urbana;IPANEMA;muito baixa;4581,0
MG;Santana do Manhuaçu;187,0;4938,0;11539,0;72024,09;385,16;202207;False;2022-07-01;0,5173619202982987;Urbana;MANHUAÇU;muito baixa;8660,0
MG;Simonésia;300,0;8158,0;16720,0;102434,68;341,45;202207;False;2022-07-01;0,6121980544321783;Urbana;SIMONÉSIA;baixa;19834,0
MG;Manhuaçu;160,0;3840,0;8698,0;53343,62;333,4;202207;False;2022-07-01;0,1851735491492196;Rural;MANHUAÇU;muito baixa;92074,0
MG;Manhuaçu;2,0;67,0;148,0;1028,36;514,18;202207;False;2022-07-01;0,1851735491492196;Rural;MANHUAÇU;muito baixa;92074,0
MG;São José do Mantimento;78,0;2662,0;5603,0;39620,55;507,96;202207;False;2022-07-01;0,4409722222222222;Rural;MANTIMENTO;muito baixa;2821,0
MG;Reduto;15,0;328,0;1208,0;5362,48;357,5;202207;False;2022-07-01;0,4446643324706957;Rural;REDUTO;muito baixa;7247,0
MG;Aimorés;143,0;3737,0;8985,0;52742,84;368,83;202207;False;2022-07-01;0,21070555711366643;Rural;AIMORÉS;muito baixa;25116,0
MG;Expedicionário Alício;58,0;1719,0;4867,0;31010,42;534,66;202207;False;2022-07-01;0,21070555711366643;Rural;ALÍCIO;muito baixa;25116,0
MG;Conceição do Capim;29,0;951,0;1993,0;14303,73;493,23;202207;False;2022-07-01;0,21070555711366643;Rural;CAPIM;muito baixa;25116,0
MG;Penha do Capim;24,0;810,0;2370,0;16012,73;667,2;202207;False;2022-07-01;0,21070555711366643;Rural;CAPIM;muito baixa;25116,0
MG;Resplendor;117,0;2587,0;6393,0;37292,03;318,74;202207;False;2022-07-01;0,2491076130844403;Rural;RESPLENDOR;muito baixa;17396,0
MG;Itueta;62,0;1690,0;3225,0;22757,43;367,06;202207;False;2022-07-01;0,4341337907375643;Rural;ITUETA;muito baixa;6074,0
MG;Quatituba;53,0;1064,0;3212,0;19682,0;371,36;202207;False;2022-07-01;0,4341337907375643;Rural;QUATITUBA;muito baixa;6074,0
ES;Baixo Guandu;75,0;1256,0;3624,0;19363,74;258,18;202207;False;2022-07-01;0,2258863175269076;Rural;GUANDU;muito baixa;31263,0
MG;Caratinga;14,0;209,0;495,0;2677,65;191,26;202207;False;2022-07-01;0,1732188317554171;Rural;CARATINGA;muito baixa;93124,0
MG;SÃO JOÃO DO JACUTINGA;5,0;253,0;453,0;2788,41;557,68;202207;False;2022-07-01;0,1732188317554171;Rural;JACUTINGA;muito baixa;93124,0
MG;SANTO ANTÔNIO DO MANHUAÇU;47,0;1051,0;3040,0;17663,69;375,82;202207;False;2022-07-01;0,1732188317554171;Rural;MANHUAÇU;muito baixa;93124,0
MG;Piedade de Caratinga;9,0;89,0;335,0;1766,78;196,31;202207;False;2022-07-01;0,3527426160337553;Rural;CARATINGA;muito baixa;8832,0
MG;Santa Bárbara do Leste;5,0;21,0;249,0;382,37;76,47;202207;False;2022-07-01;0,4826868003124186;Rural;LESTE;muito baixa;8212,0
MG;Santa Rita de Minas;2,0;27,0;119,0;523,37;261,69;202207;False;2022-07-01;0,27081105850007636;Rural;MINAS;muito baixa;7322,0
MG;Martins Soares;4,0;171,0;395,0;1980,02;495,01;202207;False;2022-07-01;0,5919420047399973;Urbana;SOARES;muito baixa;8640,0
MG;Inhapim;1,0;47,0;64,0;505,19;505,19;202207;False;2022-07-01;0,42401415987486624;Rural;INHAPIM;muito baixa;24020,0
MG;Ipanema;1628,0;35829,0;71811,0;454564,16;279,22;202208;False;2022-08-01;0,21849201981287836;Rural;IPANEMA;muito alta;20133,0
MG;Pocrane;164,0;3654,0;11126,0;61941,84;377,69;202208;False;2022-08-01;0,3991764967727576;Rural;POCRANE;muito baixa;8288,0
MG;Taparuba;97,0;2865,0;6363,0;41548,08;428,33;202208;False;2022-08-01;0,5521198597386038;Urbana;TAPARUBA;muito baixa;3093,0
MG;Conceição de Ipanema;121,0;3575,0;7945,0;54164,83;447,64;202208;False;2022-08-01;0,658213644524237;Urbana;IPANEMA;muito baixa;4581,0
MG;Santana do Manhuaçu;171,0;4820,0;10410,0;66162,48;386,92;202208;False;2022-08-01;0,5173619202982987;Urbana;MANHUAÇU;muito baixa;8660,0
MG;Simonésia;279,0;7903,0;16843,0;99532,6;356,75;202208;False;2022-08-01;0,6121980544321783;Urbana;SIMONÉSIA;baixa;19834,0
MG;Manhuaçu;202,0;4501,0;9854,0;63425,96;313,99;202208;False;2022-08-01;0,1851735491492196;Rural;MANHUAÇU;muito baixa;92074,0
MG;Manhuaçu;2,0;91,0;187,0;1098,21;549,11;202208;False;2022-08-01;0,1851735491492196;Rural;MANHUAÇU;muito baixa;92074,0
MG;São José do Mantimento;69,0;2430,0;5103,0;36810,86;533,49;202208;False;2022-08-01;0,4409722222222222;Rural;MANTIMENTO;muito baixa;2821,0
MG;Reduto;10,0;310,0;1001,0;4292,16;429,22;202208;False;2022-08-01;0,4446643324706957;Rural;REDUTO;muito baixa;7247,0
MG;Aimorés;155,0;4347,0;10511,0;62971,43;406,27;202208;False;2022-08-01;0,21070555711366643;Rural;AIMORÉS;muito baixa;25116,0
MG;Expedicionário Alício;66,0;1881,0;5628,0;36462,45;552,46;202208;False;2022-08-01;0,21070555711366643;Rural;ALÍCIO;muito baixa;25116,0
MG;Conceição do Capim;26,0;583,0;1151,0;9663,35;371,67;202208;False;2022-08-01;0,21070555711366643;Rural;CAPIM;muito baixa;25116,0
MG;Penha do Capim;30,0;892,0;2285,0;17281,64;576,05;202208;False;2022-08-01;0,21070555711366643;Rural;CAPIM;muito baixa;25116,0
MG;Resplendor;141,0;3253,0;7629,0;46460,34;329,51;202208;False;2022-08-01;0,2491076130844403;Rural;RESPLENDOR;muito baixa;17396,0
MG;Itueta;62,0;1794,0;3510,0;24348,62;392,72;202208;False;2022-08-01;0,4341337907375643;Rural;ITUETA;muito baixa;6074,0
MG;Quatituba;45,0;911,0;2694,0;16955,91;376,8;202208;False;2022-08-01;0,4341337907375643;Rural;QUATITUBA;muito baixa;6074,0
ES;Baixo Guandu;85,0;1432,0;3822,0;23411,16;275,43;202208;False;2022-08-01;0,2258863175269076;Rural;GUANDU;muito baixa;31263,0
MG;Caratinga;13,0;152,0;1117,0;4813,33;370,26;202208;False;2022-08-01;0,1732188317554171;Rural;CARATINGA;muito baixa;93124,0
MG;SÃO JOÃO DO JACUTINGA;4,0;223,0;373,0;2239,42;559,86;202208;False;2022-08-01;0,1732188317554171;Rural;JACUTINGA;muito baixa;93124,0
MG;SANTO ANTÔNIO DO MANHUAÇU;55,0;1089,0;3061,0;20466,07;372,11;202208;False;2022-08-01;0,1732188317554171;Rural;MANHUAÇU;muito baixa;93124,0
MG;Piedade de Caratinga;6,0;90,0;249,0;1454,63;242,44;202208;False;2022-08-01;0,3527426160337553;Rural;CARATINGA;muito baixa;8832,0
MG;Santa Bárbara do Leste;15,0;140,0;696,0;2198,07;146,54;202208;False;2022-08-01;0,4826868003124186;Rural;LESTE;muito baixa;8212,0
MG;Santa Rita de Minas;2,0;50,0;140,0;835,76;417,88;202208;False;2022-08-01;0,27081105850007636;Rural;MINAS;muito baixa;7322,0
MG;Martins Soares;3,0;85,0;141,0;869,8;289,93;202208;False;2022-08-01;0,5919420047399973;Urbana;SOARES;muito baixa;8640,0
MG;Inhapim;3,0;49,0;101,0;795,92;265,31;202208;False;2022-08-01;0,42401415987486624;Rural;INHAPIM;muito baixa;24020,0
MG;Ipanema;1567,0;34911,0;68617,0;431692,51;275,49;202209;False;2022-09-01;0,21849201981287836;Rural;IPANEMA;muito alta;20133,0
MG;Pocrane;177,0;3869,0;11150,0;67501,99;381,37;202209;False;2022-09-01;0,3991764967727576;Rural;POCRANE;muito baixa;8288,0
MG;Taparuba;105,0;3080,0;6353,0;43364,51;413,0;202209;False;2022-09-01;0,5521198597386038;Urbana;TAPARUBA;muito baixa;3093,0
MG;Conceição de Ipanema;105,0;3440,0;7178,0;49139,56;468,0;202209;False;2022-09-01;0,658213644524237;Urbana;IPANEMA;muito baixa;4581,0
MG;Santana do Manhuaçu;148,0;4284,0;9384,0;59835,96;404,3;202209;False;2022-09-01;0,5173619202982987;Urbana;MANHUAÇU;muito baixa;8660,0
