UF;Cidade;vendas;produtos;itens;venda_total;ticket_medio;mes;cancelada;periodo;per_população_rural;predominancia;cidade_red;class_venda;populacao
MG;Simonésia;240,0;7385,0;16215,0;93997,28;391,66;202209;False;2022-09-01;0,6121980544321783;Urbana;SIMONÉSIA;baixa;19834,0
MG;Manhuaçu;184,0;4540,0;10527,0;67378,86;366,19;202209;False;2022-09-01;0,1851735491492196;Rural;MANHUAÇU;muito baixa;92074,0
MG;Manhuaçu;2,0;47,0;111,0;869,56;434,78;202209;False;2022-09-01;0,1851735491492196;Rural;MANHUAÇU;muito baixa;92074,0
MG;São José do Mantimento;58,0;2259,0;4296,0;30598,09;527,55;202209;False;2022-09-01;0,4409722222222222;Rural;MANTIMENTO;muito baixa;2821,0
MG;Reduto;10,0;185,0;871,0;3336,9;333,69;202209;False;2022-09-01;0,4446643324706957;Rural;REDUTO;muito baixa;7247,0
MG;Aimorés;135,0;3776,0;9204,0;55346,67;409,98;202209;False;2022-09-01;0,21070555711366643;Rural;AIMORÉS;muito baixa;25116,0
MG;Expedicionário Alício;67,0;1908,0;5893,0;40680,15;607,17;202209;False;2022-09-01;0,21070555711366643;Rural;ALÍCIO;muito baixa;25116,0
MG;Conceição do Capim;37,0;924,0;1725,0;13053,8;352,81;202209;False;2022-09-01;0,21070555711366643;Rural;CAPIM;muito baixa;25116,0
MG;Penha do Capim;29,0;575,0;1590,0;11429,42;394,12;202209;False;2022-09-01;0,21070555711366643;Rural;CAPIM;muito baixa;25116,0
MG;Resplendor;135,0;3013,0;7331,0;45554,9;337,44;202209;False;2022-09-01;0,2491076130844403;Rural;RESPLENDOR;muito baixa;17396,0
MG;Itueta;65,0;2167,0;4156,0;29771,57;458,02;202209;False;2022-09-01;0,4341337907375643;Rural;ITUETA;muito baixa;6074,0
MG;Quatituba;47,0;1142,0;3158,0;19235,78;409,27;202209;False;2022-09-01;0,4341337907375643;Rural;QUATITUBA;muito baixa;6074,0
ES;Baixo Guandu;92,0;2043,0;4911,0;30551,84;332,09;202209;False;2022-09-01;0,2258863175269076;Rural;GUANDU;muito baixa;31263,0
MG;Caratinga;16,0;345,0;1222,0;5668,01;354,25;202209;False;2022-09-01;0,1732188317554171;Rural;CARATINGA;muito baixa;93124,0
MG;SÃO JOÃO DO JACUTINGA;5,0;219,0;406,0;2581,04;516,21;202209;False;2022-09-01;0,1732188317554171;Rural;JACUTINGA;muito baixa;93124,0
MG;SANTO ANTÔNIO DO MANHUAÇU;53,0;866,0;2790,0;17554,7;331,22;202209;False;2022-09-01;0,1732188317554171;Rural;MANHUAÇU;muito baixa;93124,0
MG;Piedade de Caratinga;4,0;69,0;136,0;974,9;243,73;202209;False;2022-09-01;0,3527426160337553;Rural;CARATINGA;muito baixa;8832,0
MG;Santa Bárbara do Leste;16,0;301,0;833,0;4113,95;257,12;202209;False;2022-09-01;0,4826868003124186;Rural;LESTE;muito baixa;8212,0
MG;Santa Rita de Minas;4,0;109,0;263,0;1379,67;344,92;202209;False;2022-09-01;0,27081105850007636;Rural;MINAS;muito baixa;7322,0
MG;Martins Soares;1,0;28,0;58,0;380,28;380,28;202209;False;2022-09-01;0,5919420047399973;Urbana;SOARES;muito baixa;8640,0
MG;Manhumirim;1,0;83,0;201,0;1258,93;1258,93;202209;False;2022-09-01;0,2029276961930596;Rural;MANHUMIRIM;muito baixa;22894,0
MG;Ubaporanga;1,0;32,0;55,0;427,33;427,33;202209;False;2022-09-01;0,4656146179401993;Rural;UBAPORANGA;muito baixa;12514,0
MG;Ipanema;1662,0;37119,0;73836,0;462490,79;278,27;202210;False;2022-10-01;0,21849201981287836;Rural;IPANEMA;muito alta;20133,0
MG;Pocrane;168,0;3583,0;10323,0;61525,94;366,23;202210;False;2022-10-01;0,3991764967727576;Rural;POCRANE;muito baixa;8288,0
MG;Taparuba;104,0;3030,0;6305,0;42947,97;412,96;202210;False;2022-10-01;0,5521198597386038;Urbana;TAPARUBA;muito baixa;3093,0
MG;Conceição de Ipanema;129,0;3594,0;7110,0;49699,56;385,27;202210;False;2022-10-01;0,658213644524237;Urbana;IPANEMA;muito baixa;4581,0
MG;Santana do Manhuaçu;151,0;4834,0;9904,0;63662,15;421,6;202210;False;2022-10-01;0,5173619202982987;Urbana;MANHUAÇU;muito baixa;8660,0
MG;Simonésia;270,0;8071,0;16518,0;96886,21;358,84;202210;False;2022-10-01;0,6121980544321783;Urbana;SIMONÉSIA;baixa;19834,0
MG;Manhuaçu;192,0;4538,0;10049,0;63168,23;329,0;202210;False;2022-10-01;0,1851735491492196;Rural;MANHUAÇU;muito baixa;92074,0
MG;Manhuaçu;5,0;165,0;279,0;1757,27;351,45;202210;False;2022-10-01;0,1851735491492196;Rural;MANHUAÇU;muito baixa;92074,0
MG;São José do Mantimento;66,0;2201,0;4686,0;31254,4;473,55;202210;False;2022-10-01;0,4409722222222222;Rural;MANTIMENTO;muito baixa;2821,0
MG;Reduto;12,0;209,0;1117,0;4231,8;352,65;202210;False;2022-10-01;0,4446643324706957;Rural;REDUTO;muito baixa;7247,0
MG;Aimorés;141,0;3707,0;8512,0;52205,97;370,26;202210;False;2022-10-01;0,21070555711366643;Rural;AIMORÉS;muito baixa;25116,0
MG;Expedicionário Alício;80,0;2168,0;6369,0;44860,56;560,76;202210;False;2022-10-01;0,21070555711366643;Rural;ALÍCIO;muito baixa;25116,0
MG;Conceição do Capim;45,0;1087,0;2426,0;18797,21;417,72;202210;False;2022-10-01;0,21070555711366643;Rural;CAPIM;muito baixa;25116,0
MG;Penha do Capim;29,0;691,0;2455,0;17429,77;601,03;202210;False;2022-10-01;0,21070555711366643;Rural;CAPIM;muito baixa;25116,0
MG;Resplendor;158,0;3692,0;8765,0;55293,34;349,96;202210;False;2022-10-01;0,2491076130844403;Rural;RESPLENDOR;muito baixa;17396,0
MG;Itueta;73,0;2185,0;4626,0;31055,1;425,41;202210;False;2022-10-01;0,4341337907375643;Rural;ITUETA;muito baixa;6074,0
MG;Quatituba;45,0;1026,0;2690,0;16636,56;369,7;202210;False;2022-10-01;0,4341337907375643;Rural;QUATITUBA;muito baixa;6074,0
ES;Baixo Guandu;102,0;2108,0;5152,0;32195,16;315,64;202210;False;2022-10-01;0,2258863175269076;Rural;GUANDU;muito baixa;31263,0
MG;Caratinga;13,0;114,0;581,0;3431,85;263,99;202210;False;2022-10-01;0,1732188317554171;Rural;CARATINGA;muito baixa;93124,0
MG;SÃO JOÃO DO JACUTINGA;3,0;120,0;194,0;1243,26;414,42;202210;False;2022-10-01;0,1732188317554171;Rural;JACUTINGA;muito baixa;93124,0
MG;SANTO ANTÔNIO DO MANHUAÇU;60,0;1391,0;4111,0;25451,98;424,2;202210;False;2022-10-01;0,1732188317554171;Rural;MANHUAÇU;muito baixa;93124,0
MG;Piedade de Caratinga;2,0;51,0;94,0;606,43;303,22;202210;False;2022-10-01;0,3527426160337553;Rural;CARATINGA;muito baixa;8832,0
MG;Santa Bárbara do Leste;20,0;278,0;788,0;4234,82;211,74;202210;False;2022-10-01;0,4826868003124186;Rural;LESTE;muito baixa;8212,0
MG;Santa Rita de Minas;10,0;179,0;521,0;2406,89;240,69;202210;False;2022-10-01;0,27081105850007636;Rural;MINAS;muito baixa;7322,0
MG;Martins Soares;3,0;123,0;250,0;1268,06;422,69;202210;False;2022-10-01;0,5919420047399973;Urbana;SOARES;muito baixa;8640,0
MG;Manhumirim;3,0;43,0;238,0;574,05;191,35;202210;False;2022-10-01;0,2029276961930596;Rural;MANHUMIRIM;muito baixa;22894,0
MG;Inhapim;1,0;40,0;43,0;313,24;313,24;202210;False;2022-10-01;0,42401415987486624;Rural;INHAPIM;muito baixa;24020,0
MG;Ipanema;1555,0;32050,0;64361,0;410102,38;263,73;202211;False;2022-11-01;0,21849201981287836;Rural;IPANEMA;muito alta;20133,0
MG;Pocrane;179,0;3818,0;10879,0;65971,23;368,55;202211;False;2022-11-01;0,3991764967727576;Rural;POCRANE;muito baixa;8288,0
MG;Taparuba;96,0;3124,0;6619,0;43623,86;454,42;202211;False;2022-11-01;0,5521198597386038;Urbana;TAPARUBA;muito baixa;3093,0
MG;Conceição de Ipanema;124,0;3794,0;8075,0;53316,06;429,97;202211;False;2022-11-01;0,658213644524237;Urbana;IPANEMA;muito baixa;4581,0
MG;Santana do Manhuaçu;155,0;4692,0;10448,0;65739,66;424,13;202211;False;2022-11-01;0,5173619202982987;Urbana;MANHUAÇU;muito baixa;8660,0
MG;Simonésia;312,0;8487,0;18897,0;110175,1;353,13;202211;False;2022-11-01;0,6121980544321783;Urbana;SIMONÉSIA;baixa;19834,0
MG;Manhuaçu;195,0;4690,0;11032,0;70401,6;361,03;202211;False;2022-11-01;0,1851735491492196;Rural;MANHUAÇU;muito baixa;92074,0
MG;Manhuaçu;3,0;67,0;177,0;1255,76;418,59;202211;False;2022-11-01;0,1851735491492196;Rural;MANHUAÇU;muito baixa;92074,0
MG;São José do Mantimento;78,0;2571,0;6379,0;42792,43;548,62;202211;False;2022-11-01;0,4409722222222222;Rural;MANTIMENTO;muito baixa;2821,0
MG;Reduto;14,0;287,0;1264,0;5981,13;427,22;202211;False;2022-11-01;0,4446643324706957;Rural;REDUTO;muito baixa;7247,0
MG;Aimorés;166,0;4617,0;10757,0;64618,51;389,27;202211;False;2022-11-01;0,21070555711366643;Rural;AIMORÉS;muito baixa;25116,0
MG;Expedicionário Alício;76,0;2167,0;6428,0;42783,98;562,95;202211;False;2022-11-01;0,21070555711366643;Rural;ALÍCIO;muito baixa;25116,0
MG;Conceição do Capim;36,0;868,0;1976,0;14844,44;412,35;202211;False;2022-11-01;0,21070555711366643;Rural;CAPIM;muito baixa;25116,0
MG;Penha do Capim;30,0;949,0;4753,0;28574,67;952,49;202211;False;2022-11-01;0,21070555711366643;Rural;CAPIM;muito baixa;25116,0
MG;Resplendor;201,0;4417,0;9857,0;64170,27;319,26;202211;False;2022-11-01;0,2491076130844403;Rural;RESPLENDOR;muito baixa;17396,0
MG;Itueta;72,0;2125,0;4767,0;31276,77;434,4;202211;False;2022-11-01;0,4341337907375643;Rural;ITUETA;muito baixa;6074,0
MG;Quatituba;43,0;1063,0;2765,0;18308,91;425,79;202211;False;2022-11-01;0,4341337907375643;Rural;QUATITUBA;muito baixa;6074,0
ES;Baixo Guandu;106,0;1961,0;4863,0;30887,64;291,39;202211;False;2022-11-01;0,2258863175269076;Rural;GUANDU;muito baixa;31263,0
MG;Caratinga;12,0;247,0;909,0;4663,5;388,63;202211;False;2022-11-01;0,1732188317554171;Rural;CARATINGA;muito baixa;93124,0
MG;SÃO JOÃO DO JACUTINGA;4,0;132,0;224,0;1591,59;397,9;202211;False;2022-11-01;0,1732188317554171;Rural;JACUTINGA;muito baixa;93124,0
MG;SANTO ANTÔNIO DO MANHUAÇU;67,0;1317,0;4007,0;22260,85;332,25;202211;False;2022-11-01;0,1732188317554171;Rural;MANHUAÇU;muito baixa;93124,0
MG;Piedade de Caratinga;4,0;55,0;133,0;1080,13;270,03;202211;False;2022-11-01;0,3527426160337553;Rural;CARATINGA;muito baixa;8832,0
MG;Santa Bárbara do Leste;19,0;271,0;846,0;3809,88;200,52;202211;False;2022-11-01;0,4826868003124186;Rural;LESTE;muito baixa;8212,0
MG;Santa Rita de Minas;3,0;92,0;264,0;1146,91;382,3;202211;False;2022-11-01;0,27081105850007636;Rural;MINAS;muito baixa;7322,0
MG;Martins Soares;4,0;153,0;414,0;2062,34;515,59;202211;False;2022-11-01;0,5919420047399973;Urbana;SOARES;muito baixa;8640,0
MG;Manhumirim;2,0;103,0;238,0;1074,91;537,46;202211;False;2022-11-01;0,2029276961930596;Rural;MANHUMIRIM;muito baixa;22894,0
MG;Inhapim;1,0;3,0;11,0;187,67;187,67;202211;False;2022-11-01;0,42401415987486624;Rural;INHAPIM;muito baixa;24020,0
MG;Ipanema;1674,0;34844,0;72213,0;460787,75;275,26;202212;False;2022-12-01;0,21849201981287836;Rural;IPANEMA;muito alta;20133,0
MG;Pocrane;171,0;3757,0;10844,0;63042,83;368,67;202212;False;2022-12-01;0,3991764967727576;Rural;POCRANE;muito baixa;8288,0
MG;Taparuba;121,0;3797,0;8126,0;52795,27;436,32;202212;False;2022-12-01;0,5521198597386038;Urbana;TAPARUBA;muito baixa;3093,0
MG;Conceição de Ipanema;135,0;3713,0;7882,0;55747,09;412,94;202212;False;2022-12-01;0,658213644524237;Urbana;IPANEMA;muito baixa;4581,0
MG;Santana do Manhuaçu;185,0;5166,0;12014,0;75298,54;407,02;202212;False;2022-12-01;0,5173619202982987;Urbana;MANHUAÇU;muito baixa;8660,0
MG;Simonésia;310,0;8749,0;18417,0;109216,95;352,31;202212;False;2022-12-01;0,6121980544321783;Urbana;SIMONÉSIA;baixa;19834,0
MG;Manhuaçu;183,0;4361,0;11878,0;75144,48;410,63;202212;False;2022-12-01;0,1851735491492196;Rural;MANHUAÇU;muito baixa;92074,0
MG;Manhuaçu;3,0;61,0;136,0;832,85;277,62;202212;False;2022-12-01;0,1851735491492196;Rural;MANHUAÇU;muito baixa;92074,0
MG;São José do Mantimento;81,0;2634,0;5791,0;39565,25;488,46;202212;False;2022-12-01;0,4409722222222222;Rural;MANTIMENTO;muito baixa;2821,0
MG;Reduto;12,0;348,0;1356,0;5496,31;458,03;202212;False;2022-12-01;0,4446643324706957;Rural;REDUTO;muito baixa;7247,0
MG;Aimorés;211,0;5664,0;12578,0;80038,81;379,33;202212;False;2022-12-01;0,21070555711366643;Rural;AIMORÉS;muito baixa;25116,0
MG;Expedicionário Alício;95,0;2343,0;6704,0;44492,15;468,34;202212;False;2022-12-01;0,21070555711366643;Rural;ALÍCIO;muito baixa;25116,0
MG;Conceição do Capim;53,0;1180,0;2771,0;21159,17;399,23;202212;False;2022-12-01;0,21070555711366643;Rural;CAPIM;muito baixa;25116,0
MG;Penha do Capim;47,0;1373,0;5673,0;42413,32;902,41;202212;False;2022-12-01;0,21070555711366643;Rural;CAPIM;muito baixa;25116,0
MG;Resplendor;220,0;4723,0;11484,0;73532,52;334,24;202212;False;2022-12-01;0,2491076130844403;Rural;RESPLENDOR;muito baixa;17396,0
MG;Itueta;101,0;2390,0;5225,0;35500,71;351,49;202212;False;2022-12-01;0,4341337907375643;Rural;ITUETA;muito baixa;6074,0
MG;Quatituba;61,0;1316,0;4011,0;24616,43;403,55;202212;False;2022-12-01;0,4341337907375643;Rural;QUATITUBA;muito baixa;6074,0
ES;Baixo Guandu;171,0;3572,0;9303,0;56535,42;330,62;202212;False;2022-12-01;0,2258863175269076;Rural;GUANDU;muito baixa;31263,0
MG;Caratinga;15,0;213,0;2434,0;8981,48;598,77;202212;False;2022-12-01;0,1732188317554171;Rural;CARATINGA;muito baixa;93124,0
MG;SÃO JOÃO DO JACUTINGA;6,0;254,0;419,0;2713,44;452,24;202212;False;2022-12-01;0,1732188317554171;Rural;JACUTINGA;muito baixa;93124,0
MG;SANTO ANTÔNIO DO MANHUAÇU;61,0;978,0;3587,0;20272,45;332,34;202212;False;2022-12-01;0,1732188317554171;Rural;MANHUAÇU;muito baixa;93124,0
MG;Piedade de Caratinga;4,0;55,0;127,0;1039,82;259,96;202212;False;2022-12-01;0,3527426160337553;Rural;CARATINGA;muito baixa;8832,0
MG;Santa Bárbara do Leste;18,0;333,0;899,0;4603,26;255,74;202212;False;2022-12-01;0,4826868003124186;Rural;LESTE;muito baixa;8212,0
MG;Santa Rita de Minas;4,0;72,0;176,0;1143,58;285,9;202212;False;2022-12-01;0,27081105850007636;Rural;MINAS;muito baixa;7322,0
MG;Martins Soares;2,0;95,0;198,0;1031,24;515,62;202212;False;2022-12-01;0,5919420047399973;Urbana;SOARES;muito baixa;8640,0
MG;Manhumirim;1,0;25,0;40,0;266,1;266,1;202212;False;2022-12-01;0,2029276961930596;Rural;MANHUMIRIM;muito baixa;22894,0
MG;Ubaporanga;1,0;28,0;49,0;441,91;441,91;202212;False;2022-12-01;0,4656146179401993;Rural;UBAPORANGA;muito baixa;12514,0
MG;Inhapim;1,0;11,0;18,0;125,43;125,43;202212;False;2022-12-01;0,42401415987486624;Rural;INHAPIM;muito baixa;24020,0
MG;Ipanema;1654,0;35124,0;68152,0;442239,9;267,38;202301;False;2023-01-01;0,21849201981287836;Rural;IPANEMA;muito alta;20133,0
MG;Pocrane;188,0;4376,0;13209,0;74713,6;397,41;202301;False;2023-01-01;0,3991764967727576;Rural;POCRANE;muito baixa;8288,0
MG;Taparuba;106,0;2874,0;6116,0;41924,01;395,51;202301;False;2023-01-01;0,5521198597386038;Urbana;TAPARUBA;muito baixa;3093,0
MG;Conceição de Ipanema;105,0;3241,0;6912,0;47431,61;451,73;202301;False;2023-01-01;0,658213644524237;Urbana;IPANEMA;muito baixa;4581,0
MG;Santana do Manhuaçu;141,0;3999,0;8524,0;54281,0;384,97;202301;False;2023-01-01;0,5173619202982987;Urbana;MANHUAÇU;muito baixa;8660,0
MG;Simonésia;321,0;9485,0;19443,0;116714,83;363,6;202301;False;2023-01-01;0,6121980544321783;Urbana;SIMONÉSIA;baixa;19834,0
MG;Manhuaçu;199,0;4792,0;13038,0;80077,18;402,4;202301;False;2023-01-01;0,1851735491492196;Rural;MANHUAÇU;muito baixa;92074,0
MG;Manhuaçu;2,0;73,0;146,0;1159,57;579,79;202301;False;2023-01-01;0,1851735491492196;Rural;MANHUAÇU;muito baixa;92074,0
MG;São José do Mantimento;69,0;2126,0;5125,0;35212,96;510,33;202301;False;2023-01-01;0,4409722222222222;Rural;MANTIMENTO;muito baixa;2821,0
MG;Reduto;10,0;212,0;904,0;3582,81;358,28;202301;False;2023-01-01;0,4446643324706957;Rural;REDUTO;muito baixa;7247,0
MG;Aimorés;224,0;5941,0;14000,0;86558,71;386,42;202301;False;2023-01-01;0,21070555711366643;Rural;AIMORÉS;muito baixa;25116,0
MG;Expedicionário Alício;88,0;2402,0;6802,0;46258,77;525,67;202301;False;2023-01-01;0,21070555711366643;Rural;ALÍCIO;muito baixa;25116,0
MG;Conceição do Capim;46,0;1194,0;2666,0;19132,49;415,92;202301;False;2023-01-01;0,21070555711366643;Rural;CAPIM;muito baixa;25116,0
MG;Penha do Capim;37,0;960,0;5048,0;30409,5;821,88;202301;False;2023-01-01;0,21070555711366643;Rural;CAPIM;muito baixa;25116,0
MG;Resplendor;238,0;5002,0;12415,0;76544,34;321,61;202301;False;2023-01-01;0,2491076130844403;Rural;RESPLENDOR;muito baixa;17396,0
MG;Itueta;92,0;2671,0;5566,0;38491,23;418,38;202301;False;2023-01-01;0,4341337907375643;Rural;ITUETA;muito baixa;6074,0
MG;Quatituba;66,0;1468,0;4049,0;23128,46;350,43;202301;False;2023-01-01;0,4341337907375643;Rural;QUATITUBA;muito baixa;6074,0
ES;Baixo Guandu;163,0;3161,0;7773,0;49732,36;305,11;202301;False;2023-01-01;0,2258863175269076;Rural;GUANDU;muito baixa;31263,0
MG;Caratinga;10,0;303,0;699,0;3454,25;345,43;202301;False;2023-01-01;0,1732188317554171;Rural;CARATINGA;muito baixa;93124,0
MG;SÃO JOÃO DO JACUTINGA;6,0;152,0;263,0;1846,96;307,83;202301;False;2023-01-01;0,1732188317554171;Rural;JACUTINGA;muito baixa;93124,0
MG;SANTO ANTÔNIO DO MANHUAÇU;59,0;1252,0;3664,0;21111,76;357,83;202301;False;2023-01-01;0,1732188317554171;Rural;MANHUAÇU;muito baixa;93124,0
MG;Piedade de Caratinga;4,0;79,0;226,0;1001,1;250,28;202301;False;2023-01-01;0,3527426160337553;Rural;CARATINGA;muito baixa;8832,0
MG;Santa Bárbara do Leste;16,0;215,0;623,0;3374,59;210,91;202301;False;2023-01-01;0,4826868003124186;Rural;LESTE;muito baixa;8212,0
MG;Santa Rita de Minas;6,0;66,0;239,0;1412,34;235,39;202301;False;2023-01-01;0,27081105850007636;Rural;MINAS;muito baixa;7322,0
MG;Martins Soares;2,0;113,0;240,0;1119,81;559,91;202301;False;2023-01-01;0,5919420047399973;Urbana;SOARES;muito baixa;8640,0
MG;Inhapim;1,0;1,0;2,0;111,0;111,0;202301;False;2023-01-01;0,42401415987486624;Rural;INHAPIM;muito baixa;24020,0
MG;Ipanema;1637,0;34655,0;68438,0;425958,46;260,21;202302;False;2023-02-01;0,21849201981287836;Rural;IPANEMA;muito alta;20133,0
MG;Pocrane;195,0;4077,0;12199,0;70178,25;359,89;202302;False;2023-02-01;0,3991764967727576;Rural;POCRANE;muito baixa;8288,0
MG;Taparuba;104,0;3308,0;6989,0;44918,55;431,91;202302;False;2023-02-01;0,5521198597386038;Urbana;TAPARUBA;muito baixa;3093,0
MG;Conceição de Ipanema;100,0;2949,0;6281,0;44209,67;442,1;202302;False;2023-02-01;0,658213644524237;Urbana;IPANEMA;muito baixa;4581,0
MG;Santana do Manhuaçu;153,0;4567,0;9949,0;63797,48;416,98;202302;False;2023-02-01;0,5173619202982987;Urbana;MANHUAÇU;muito baixa;8660,0
MG;Simonésia;316,0;8101,0;16770,0;100437,86;317,84;202302;False;2023-02-01;0,6121980544321783;Urbana;SIMONÉSIA;baixa;19834,0
MG;Manhuaçu;182,0;4147,0;11202,0;74548,88;409,61;202302;False;2023-02-01;0,1851735491492196;Rural;MANHUAÇU;muito baixa;92074,0
MG;Manhuaçu;6,0;99,0;204,0;1385,73;230,96;202302;False;2023-02-01;0,1851735491492196;Rural;MANHUAÇU;muito baixa;92074,0
MG;São José do Mantimento;72,0;2391,0;5368,0;35374,7;491,32;202302;False;2023-02-01;0,4409722222222222;Rural;MANTIMENTO;muito baixa;2821,0
MG;Reduto;14,0;288,0;1444,0;5697,96;407,0;202302;False;2023-02-01;0,4446643324706957;Rural;REDUTO;muito baixa;7247,0
MG;Aimorés;221,0;5800,0;13730,0;79615,88;360,25;202302;False;2023-02-01;0,21070555711366643;Rural;AIMORÉS;muito baixa;25116,0
MG;Expedicionário Alício;80,0;2180,0;6505,0;40182,95;502,29;202302;False;2023-02-01;0,21070555711366643;Rural;ALÍCIO;muito baixa;25116,0
MG;Conceição do Capim;60,0;1629,0;3441,0;24734,84;412,25;202302;False;2023-02-01;0,21070555711366643;Rural;CAPIM;muito baixa;25116,0
MG;Penha do Capim;41,0;1117,0;4504,0;31165,66;760,14;202302;False;2023-02-01;0,21070555711366643;Rural;CAPIM;muito baixa;25116,0
MG;Resplendor;272,0;5701,0;13685,0;83623,38;307,44;202302;False;2023-02-01;0,2491076130844403;Rural;RESPLENDOR;muito baixa;17396,0
MG;Itueta;96,0;2817,0;5816,0;37626,59;391,94;202302;False;2023-02-01;0,4341337907375643;Rural;ITUETA;muito baixa;6074,0
MG;Quatituba;55,0;1261,0;3465,0;20585,0;374,27;202302;False;2023-02-01;0,4341337907375643;Rural;QUATITUBA;muito baixa;6074,0
ES;Baixo Guandu;170,0;3589,0;8360,0;54283,45;319,31;202302;False;2023-02-01;0,2258863175269076;Rural;GUANDU;muito baixa;31263,0
MG;Caratinga;6,0;78,0;525,0;2358,52;393,09;202302;False;2023-02-01;0,1732188317554171;Rural;CARATINGA;muito baixa;93124,0
MG;SÃO JOÃO DO JACUTINGA;2,0;52,0;104,0;735,61;367,81;202302;False;2023-02-01;0,1732188317554171;Rural;JACUTINGA;muito baixa;93124,0
MG;SANTO ANTÔNIO DO MANHUAÇU;61,0;1279,0;4071,0;23489,0;385,07;202302;False;2023-02-01;0,1732188317554171;Rural;MANHUAÇU;muito baixa;93124,0
MG;Piedade de Caratinga;4,0;49,0;101,0;851,55;212,89;202302;False;2023-02-01;0,3527426160337553;Rural;CARATINGA;muito baixa;8832,0
MG;Santa Bárbara do Leste;11,0;169,0;526,0;2731,26;248,3;202302;False;2023-02-01;0,4826868003124186;Rural;LESTE;muito baixa;8212,0
MG;Santa Rita de Minas;3,0;64,0;190,0;856,9;285,63;202302;False;2023-02-01;0,27081105850007636;Rural;MINAS;muito baixa;7322,0
MG;Martins Soares;3,0;95,0;200,0;1099,27;366,42;202302;False;2023-02-01;0,5919420047399973;Urbana;SOARES;muito baixa;8640,0
MG;Manhumirim;3,0;46,0;129,0;572,33;190,78;202302;False;2023-02-01;0,2029276961930596;Rural;MANHUMIRIM;muito baixa;22894,0
MG;Ubaporanga;1,0;25,0;40,0;366,37;366,37;202302;False;2023-02-01;0,4656146179401993;Rural;UBAPORANGA;muito baixa;12514,0
MG;Inhapim;1,0;2,0;5,0;51,06;51,06;202302;False;2023-02-01;0,42401415987486624;Rural;INHAPIM;muito baixa;24020,0
